,date_occured,time_occured,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude
48779,1976-06-15,03:00,greenbush,mn,us,circle,900,15 min,was wakened to a slowly rotating circular object that  changed colors. Seen by my neighbor at the same time.,2003-07-16,48.7005556,-96.1813889
48780,1976-06-15,03:00,woodberry forest preparatory school&#44 va,va,,light,3,3 seconds,Seen out window:  Silent light&#44 6-8 inches in diameter at arm&#39s length&#44 moved across sky&#44 illuminating winter tree leaves in front of i,1998-11-01,37.431573,-78.656894
48781,1976-06-15,05:00,ammanford (uk/wales),,gb,cigar,1800,30 min,huge bus sized object&#44,2004-03-17,51.791944,-3.9891669999999997
48782,1976-06-15,06:30,bonney lake/sumner,wa,,other,300,5 min or so,June 1975 on Hiway 410 travelling from Bonney Lake into Sumner&#44 classic silver-grey saucer keeps pace with us then disappears,2003-02-25,47.165633,-122.197099
48783,1976-06-15,07:00,strathmore,ca,us,cigar,600,10 minutes,A very large&#44 dirigible shaped craft gliding slowly over the field next door.,2002-03-19,36.1455556,-119.05972220000001
48784,1976-06-15,11:00,canton,oh,us,cigar,420,7 min,Cigar shaped object seen in early afternoon by several witness for several min. in summer of 1976 or 1977.,2002-06-12,40.7988889,-81.37861109999999
48785,1976-06-15,13:00,winchester,ma,us,circle,300,5 minutes,IT WAS SHOCKINGLY ENORMOUS,2003-05-27,42.4522222,-71.1375
48786,1976-06-15,14:00,bergenfield,nj,us,cigar,1200,20 minutes,This object flew through the circle of colored lights and disappeared.,2014-03-18,40.9275000,-73.9977778
48787,1976-06-15,17:00,ford city,pa,us,cigar,300,5 minutes,UFO black cigar shape with two smaller perpendicular  cigar shapes crossing center.,2012-03-13,40.7722222,-79.53
48788,1976-06-15,18:30,port noarlunga (australia),,au,circle,120,2minutes,the lights had a rotational sequence on the bottom,2002-08-28,-35.15,138.466667
48789,1976-06-15,19:00,mt. royal,nj,,unknown,7200,2 hours,Unknown contact event,2006-03-11,39.809987,-75.21179000000001
48790,1976-06-15,20:00,simi valley,ca,us,light,1200,20 minutes,Large lighted silhouette of a face in the sky.,2006-07-16,34.2694444,-118.78055559999999
48791,1976-06-15,20:00,smithtown,ny,us,disk,30,30 secs,I was walking w/ my friends; we were abreast&#44 but I was walking backwards. I was 16 yrs old. I looked up&#44 and about 100 feet above me w,2006-02-14,40.8558333,-73.20111109999999
48792,1976-06-15,21:00,brentwood,ny,us,disk,300,3-5 minutes,I might be a match for a report in your database,2010-04-13,40.7811111,-73.2466667
48793,1976-06-15,21:00,long beach,ny,us,disk,900,15 min,we saw craft flying and stopping between long beach and n.y.c.. It was too fast to be man made.,2002-09-28,40.5883333,-73.6583333
48794,1976-06-15,21:30,wyandotte,mi,us,triangle,600,approx. 10 minutes,Close up view of Triangular shaped UFO -Spacecraft communicates by repeating light signals,2001-08-05,42.2141667,-83.15
48795,1976-06-15,22:00,beaver creek,or,us,disk,60,one minute,Craft appears from over the top of house and stops over yard as kids are looking out the window at bed time.,2001-08-12,45.2880556,-122.53444440000001
48796,1976-06-15,22:00,joshua tree national monument,ca,,formation,240,4min,single satellite type object omits other object flies in formation and rejoins,2002-09-13,33.814181,-115.898885
48797,1976-06-15,22:00,simi valley,ca,us,circle,10,10 sec.ish,I can witness to the actual size of a craft,2002-09-19,34.2694444,-118.78055559999999
48798,1976-06-15,22:00,vit&oacute;ria (capital city of esp&iacute;rito santo state) (brazil),,,,600,10minutes,A BIG YELLOW BRILLIANT BALL FOLLOWED BY MANY OTHERS COLORFULL SMALL LIGHTS IN V FORMATION FLIGHT,2002-08-16,-20.297618,-40.295777
48799,1976-06-15,22:00,wilkes-barre,pa,us,disk,2100,35+ minutes,This was the biggest reported u.f.o. sighting as long as i can remember it was the summer of 76 in hanover and wilkes-barre. it was aro,2007-11-28,41.2458333,-75.8816667
48800,1976-06-15,22:45,tulsa,ok,us,light,45,45 secs,Light far away in sky racing away from a location &amp; back twice to again race away and not return,2009-12-12,36.1538889,-95.9925
48801,1976-06-15,23:00,drumright,ok,us,unknown,900,15 minutes,Enormous Craft  over a mile in diameter&#44 witnessed flying at night and low to the ground ......,2003-03-21,35.9883333,-96.6008333
48802,1976-06-15,23:00,hobbs,nm,us,flash,1,1 second,Large Flash of Light observed from an FAA control tower in New Mexico.,2003-03-21,32.7025000,-103.1355556
48803,1976-06-15,24:00,cornwall (uk/england),,gb,other,20,20secs,Classic large shape rod&#44 looked like birds&#44 but no flapping wings.,2002-12-23,50.416667,-4.75
48804,1977-06-15,00:00,london ((uk/england),,gb,circle,15,15 seconds,please understand that what i saw was many years ago. i was about 17 years of age at the time when i looked out of the kitchen window a,2006-12-07,51.514125,-0.093689
48805,1977-06-15,01:00,stillwater (west of),ok,us,light,120,1-2 minutes,Three of us saw a high flying jet/airplane begin zig-zagging across the sky for about 30 seconds.,2002-09-06,36.1155556,-97.0580556
48806,1977-06-15,02:00,kodiak island,ak,,circle,120,2 minutes,White light object seen on Kodial Island in the mid 70s,2006-12-14,57.241325,-154.118722
48807,1977-06-15,03:00,u.s.navy-uss glover agff-1-burmuda triangle&#44 fl,,,circle,1200,20 min.appx.,I was on watch above the bridge port side when a bright red&#44orange-round object came out of the sky &amp; approached our ship.The starboard,1999-10-02,30.438156,-87.22252399999999
48808,1977-06-15,03:20,chadwell st mary (uk/england),,,disk,900,15 minutes aprox,Somethings going on for sure.,2010-07-28,51.481971,0.36987600000000004
48809,1977-06-15,10:00,indiana (northern; outside sawmill),in,,,7200,2hours,2 hours of missing time with us having know idea where we were,2005-12-16,40.267194,-86.134902
48810,1977-06-15,13:00,cedar city (east of),ut,us,triangle,15,15 sec,It was long getting larger from front to back&#44 black&#4450 feet up and made no noise.,2004-04-27,37.6775000,-113.0611111
48811,1977-06-15,19:00,arlington heights,il,us,disk,1200,20 min,My Father&#44 sister and my self saw a disc shaped craft&#44 it looked like a classic &quot;Bell&quot; shaped saucer over Arlington Hts and rolling Mea,2003-06-18,42.0883333,-87.9805556
48812,1977-06-15,20:00,medina,oh,us,disk,30,30 seconds,it looked like the mini-sub from voyage to the bottom of the sea&#44flew above us about 50 ft in the air,2005-04-16,41.1383333,-81.8638889
48813,1977-06-15,20:30,sacramento,ca,us,disk,300,5 min,at least 300 foot dia.  50 foot  in height . Light from bottom center. light from square ports 10 ft. by 10 ft.,2001-10-12,38.5816667,-121.49333329999999
48814,1977-06-15,21:00,asheville,nc,us,unknown,600,10 min,Big As  House&#44 Rows of Brightly Lit Windows&#44 Silent,2002-10-28,35.6008333,-82.5541667
48815,1977-06-15,21:00,auburn,ca,us,triangle,3,3 seconds,UFO momentaily flies 50 to 60 feet above street&#44 seemingly out of control&#44 then flies off.,2004-01-17,38.8966667,-121.07583329999999
48816,1977-06-15,21:00,gaithersburg,md,us,oval,900,15 minutes,Summer of 1977 I saw a large oval black object hovering just over the tree tops going very slowly.,2011-05-12,39.1433333,-77.2016667
48817,1977-06-15,21:00,newington,nh,us,disk,600,10 min,Circular&#44 silent craft with revolving white lights on bottom.,2004-01-17,43.1000000,-70.8341667
48818,1977-06-15,21:30,newport,or,us,light,600,20+10 min,Zig-Zagging light similar to star moving around other stars changing intensity as if looping in/out light range,2003-05-02,44.6369444,-124.0522222
48819,1977-06-15,21:30,san diego,ca,us,sphere,5,five seconds,1977&#44 Intense blue light over San Diego.,2003-09-12,32.7152778,-117.1563889
48820,1977-06-15,22:30,otis (reservoir),ma,us,disk,1200,20 min,60-80 ft in diameter&#44 disc shaped&#44 flat on top&#44 red and green lights underneath.,2003-05-27,42.1930556,-73.09222220000001
48821,1977-06-15,22:30,topeka,ks,us,light,15,12-15 seconds,it was changing colors&#44 like most of the rainbow colors&#44 not flashing just changing but the intensity ... same.,2003-03-21,39.0483333,-95.67777779999999
48822,1977-06-15,23:00,ridgefield,wa,us,circle,30,30secs,when i was 8 or 9 i saw lights in the sky above my head like tiny christmass lights,2000-12-02,45.8152778,-122.74138889999999
48823,1978-06-15,00:30,appleton,mn,us,light,3600,1 hour,I woke up and saw it hovering noiseless over the neighbors horses and the highway. I awoke the whole family,2002-01-11,45.1969444,-96.0194444
48824,1978-06-15,03:00,boston,ma,us,sphere,300,5 minutes,It was gold and round about the size of a golfball.,2003-05-13,42.3583333,-71.0602778
48825,1978-06-15,10:00,jarabacoa (dominican republic),,,cigar,300,5 mins,Cigar UFO sighting Dominican Republic 1978,2007-11-28,19.116667,-70.633333
48826,1978-06-15,12:00,hoopa,ca,us,oval,2700,45 min,Twinkling lights&#44 oval shaped craft&#44 no sound&#44 hovered for 45 min. Around midnight&#44 1978,1999-01-28,41.0505556,-123.67305559999998
48827,1978-06-15,14:00,orange,ca,us,circle,10,10 seconds,UFO disappears behind trees,2002-08-16,33.7877778,-117.8522222
48828,1978-06-15,17:00,levittown,ny,us,disk,60,1 minute,I saw this disc in broad daylight clearly&#33,2004-07-25,40.7258333,-73.51472220000001
48829,1978-06-15,17:30,granite station (near),ca,,cylinder,1200,aprx 20min,We&#44 had sence of dread&#44 but not hostility; I was armed with high power rifle&#44 felt no need to use it.,2011-05-02,36.623189,-121.922549
48830,1978-06-15,18:00,zimmerman (3 miles east of),mn,,teardrop,600,10 minutes,Was it childhood imagination or real?,2003-03-21,45.443299,-93.589962
48831,1978-06-15,19:30,madison heights,va,us,circle,120,2 mins.,Circular lighted object sighted,2003-03-21,37.4308333,-79.1233333
48832,1978-06-15,20:00,lowell,ma,us,cigar,120,2 min,In summer of 1978 @ age 7&#44I looked out my third floor window and saw a steadily and slowly moving hot-dog shaped object&#44red-orange sun-,2000-01-22,42.6333333,-71.3166667
48833,1978-06-15,20:00,mancelona,mi,us,disk,600,10 minutes,The craft hummed loudly&#44 was saucer shaped and had lights that were rotating around the edge.,2003-06-18,44.9022222,-85.0608333
48834,1978-06-15,20:30,baton rouge,la,us,oval,300,5 minutes,HUGE oval craft  hovering over the treetops follows our car.,2008-10-31,30.4505556,-91.1544444
48835,1978-06-15,21:00,chattanooga,tn,us,disk,30,30 seconds,On apartment deck. Saucer went overhead at 150 feet high. No lights&#44 no sound. Diameter 150-200 feet. Black in color. Saw rivets where,2000-02-16,35.0455556,-85.30972220000001
48836,1978-06-15,21:00,mancelona,mi,us,disk,600,10 minutes,We thought our foster daughter was kidding us&#44 until we saw the metallic saucer shaped object humming loudly over the Michigan farmland,2003-06-03,44.9022222,-85.0608333
48837,1978-06-15,21:00,stanwood,wa,us,other,5,five seconds,Low level&#44 high speed flyby,2002-06-12,48.2413889,-122.36944440000002
48838,1978-06-15,22:00,mancelona,mi,us,disk,1200,20 minutes,On a warm summer night&#44 we saw a saucer shaped UFO that hummed very loudly.,2003-07-16,44.9022222,-85.0608333
48839,1978-06-15,22:00,mansfield,pa,us,unknown,300,5 minutes,Enormous dark craft very slowly and quietly crossed sky overhead from east to west,2002-09-13,41.8072222,-77.07777779999999
48840,1978-06-15,22:30,seattle,wa,us,unknown,30,30 sec,&quot;Starwars&quot; dog-fight in the night sky.,2005-04-16,47.6063889,-122.33083329999998
48841,1978-06-15,23:00,madera,pa,us,fireball,600,10 minutes,Orange/yellow sphere of light without sound and traveled at intense accelleration with intelligence,2003-07-16,40.8283333,-78.4352778
48842,1978-06-15,24:00,warrensville,pa,us,triangle,300,5 mins,my friend and I were shooting pool at his home early in the morning&#44 I belive it was a friday or saterday morning.  when we heared a lo,2004-03-29,41.3263889,-76.9458333
48843,1979-06-15,03:00,sagamore hills,oh,us,unknown,120,2 minutes,In Ohio around 1979 I had and encounter with 3 aliens. 500 Lights On Object0: Yes,2012-07-04,41.3116667,-81.56833329999999
48844,1979-06-15,04:30,los angeles (over i-10&#44 on most rural bayou stretch),ca,us,unknown,120,2 minutes,Metallic UFO seen hovering silently&#44 directly over eastbound lanes.Light underneath shined UP onto craft-was being moved by humandoid s,1998-11-01,34.0522222,-118.2427778
48845,1979-06-15,14:00,dorchester,ia,us,other,300,5 minutes,Upright Y shaped yellow and black flying objects.,2012-04-18,43.4697222,-91.5108333
48846,1979-06-15,15:00,baton rouge,la,us,disk,180,2-3 min.,Several witness Silver Disc over Baton Rouge,2002-07-01,30.4505556,-91.1544444
48847,1979-06-15,17:00,toronto (canada),on,ca,other,60,1 minute,Hollow Ring Shaped Object During The Day&#44 Just Above Tree Line,2010-06-10,43.666667,-79.416667
48848,1979-06-15,19:00,manteca,ca,us,disk,3,3 seconds,blue belly: ship with blue light outlineing the bottom of saucer&#44 white ball of light on each end. top: one white ball of light on  top,2002-04-08,37.7975000,-121.215
48849,1979-06-15,19:00,oquawka,il,us,rectangle,600,5-10 minutes,lot of lights rectagular in shape and a sound ive never herd before,2007-08-14,40.9319444,-90.9469444
48850,1979-06-15,19:30,baton rouge,la,us,disk,30,30 seconds,metallic disk emerged from one cloud and disappeared behind another.,2008-01-21,30.4505556,-91.1544444
48851,1979-06-15,20:00,san jose,ca,us,disk,2400,30-40 min,1979 ufo  and entities sighting up close,2013-06-02,37.3394444,-121.8938889
48852,1979-06-15,21:00,huntsville,tn,us,oval,20,20 seconds,I saw a bright oval object at night in the sky it was big &#44fast&#44and gasious yellow&#44orange&#44 red glowing.,2003-10-15,36.4097222,-84.4905556
48853,1979-06-15,21:30,lavigne (canada),on,,triangle,300,5 min.,still unexplained lights and craft seen in northern Ontario.,2002-09-13,46.32652,-80.170294
48854,1979-06-15,23:00,jonesboro,ar,us,unknown,240,4 min,stars start mooving from dead stop,2007-08-14,35.8422222,-90.7041667
48855,1979-06-15,24:00,kavala (50 km. se of) (greece),,,,360,6 min.,year 1979 my home town is kavala greece; Eastern macedonia port city i was fishing S EAST of the city about 50 kl and 3 kl east of the,2005-04-16,40.937607,24.412866
48856,1980-06-15,10:00,yacolt,wa,us,disk,120,2 minutes,Small disc shaped object dropped into view less than 40 feet away from observers.,2003-09-24,45.8661111,-122.405
48857,1980-06-15,10:30,southampton (uk/england),,gb,disk,60,1 minute,silver domed saucer spotted in southampton england 1980,2003-03-04,50.9,-1.4
48858,1980-06-15,10:30,wapello,ia,us,circle,600,10min.,Craft sucking water from pond.,2005-04-16,41.1813889,-91.1852778
48859,1980-06-15,18:00,mentor,oh,us,disk,300,5 minutes,ufo in the summer of 1980 in mentor &#44ohio no sound &#44about the size of a football feild then left fast on a angle up then gone,2004-06-04,41.6661111,-81.33972220000001
48860,1980-06-15,20:00,columbia (central--over center of campus),mo,us,light,300,5 min.,Summer of 80 or 81--just pre-dusk.  Dark amber light with indistinct edges cruises due east over center of U campus.  &quot;Closes in on sel,2002-01-11,38.9516667,-92.3338889
48861,1980-06-15,21:00,point mugu,ca,,light,120,about 2 min.,The craft were brightly lit&#44 had hovering ability&#44 and were lightning fast.,2003-07-16,34.085562,-119.06093500000001
48862,1980-06-15,21:00,sterling,va,us,disk,8,8 secs,Glowing UFO over Sterling&#44 VA,2008-10-31,39.0061111,-77.4288889
48863,1980-06-15,21:42,nashville,tn,us,triangle,2400,40 minutes,A large dumbbell shaped ufo appeared&#44 and then it seemed to be engaged (as if in violation of something) by three smaller triangle ufos,2000-06-06,36.1658333,-86.7844444
48864,1980-06-15,21:45,san francisco,ca,us,disk,120,2 minutes,Two Unidentified Flying Objects.,2012-12-20,37.7750000,-122.41833329999999
48865,1980-06-15,22:00,el paso,tx,us,light,300,5 min,Saw light travelling across skyI saw a white light at very high altitude travelling across the sky.I thought it was a satellite unt,1998-03-07,31.7586111,-106.4863889
48866,1980-06-15,24:00,barnsdall,ok,us,other,3,2-3 sec,football shaped white object  traveling south to north east of Barnsdall&#44 Ok .  Probably summer 1980,2001-02-18,36.5619444,-96.1613889
48867,1980-06-15,24:00,caribbean sea (uss w.s. sims),,,,1209600,2 weeks,U.S. Navy destroyer escort dispatched to Puerto Rico to observe unknown underwater contact which remained undetermined.,2003-09-04,14.540111,-74.967637
48868,1980-06-15,24:00,edmonton (canada),ab,ca,formation,300,5 min,Objects &amp; Beams of Light in Symetrical Pattern Fly across the sky.,2004-03-02,53.55,-113.5
48869,1981-06-15,00:00,none,nv,,circle,900,15 minutes,I am a very practal person I have never before this encounter seen anything I couldn&#39t explain. I was driving an 18 wheeler across the,2001-08-12,40.716258,-115.518301
48870,1981-06-15,00:30,morrow,oh,us,light,300,5mins,UFO sighting 1981 near Lebanon Ohio&#44 large hovering object with pattern of red light-observed for 5mins,2002-10-28,39.3544444,-84.1272222
48871,1981-06-15,01:00,huntsville,oh,us,unknown,90,1:30,I was driving west on rt.33&#44i noticed there was a lot of stars out that night and very clear.When i got to the exit i wanted to go home,1999-01-28,40.4433333,-83.805
48872,1981-06-15,10:00,reading (uk/england),,gb,disk,60,1 minute,Bright silver disc flying alongside Concorde&#44 before flying off at extreme speed,2003-03-21,51.433333,-1.0
48873,1981-06-15,16:00,baldwin,wi,us,circle,120,1-2 min.,I saw 3 cloud-like circles floating silently just above the treetops.Heading S-N.,2003-11-26,44.9666667,-92.3741667
48874,1981-06-15,20:00,crawford,co,us,fireball,60,1 minute,fire ball,2011-02-23,38.7038889,-107.60833329999998
48875,1981-06-15,20:00,wellston,oh,us,triangle,120,minutes,large tiangular craft hovering over the trees&#44 dim light&#44 then going very slowly towards the east.  i was amazed&#33&#33&#33,2003-07-16,39.1233333,-82.5330556
48876,1981-06-15,21:00,red bluff,ca,us,unknown,600,10 minutes+/-,unknown lights flying across sky,2003-08-01,40.1786111,-122.23472220000001
48877,1981-06-15,22:00,aberdeen,wa,us,cylinder,3600,1 hour,Cylindrical craft crashes near Aberdeen WA,2007-10-08,46.9755556,-123.81444440000001
48878,1981-06-15,22:30,las vegas (desert outside of),nv,us,unknown,5400,90 min,1981 strange gyrating lights in desert outside Las vegas,2004-04-27,36.1750000,-115.1363889
48879,1981-06-15,22:30,seattle (downtown area),wa,us,rectangle,180,2 - 3 minutes,Dark rectangle moved slowly across sky with swaying motion&#44 possible telepathy with 2nd observer,2005-04-16,47.6063889,-122.33083329999998
48880,1981-06-15,23:30,elizaville,ky,us,other,60,1 min,I was speeding through the town at about 70 MPH&#44 the speed zone was 35 MPH.  I looked in the rear view and saw a police car behind my c,1998-03-07,38.4194444,-83.8255556
48881,1981-06-15,24:00,point barrow,ak,,cylinder,300,less than 5 min.,I am trying to find out who else saw it &#44 or where the other witnesses are,2003-09-28,71.3875,-156.481111
48882,1982-06-15,00:00,bowie,az,us,disk,300,5 minutes,Craft observed while driving through the Az desert&#44missing time.,2004-04-27,32.3263889,-109.4863889
48883,1982-06-15,02:30,seattle,wa,us,triangle,600,10 min,Triangular object in the sky with movement in the blink of an eye.,2001-08-05,47.6063889,-122.33083329999998
48884,1982-06-15,12:45,goldsboro,nc,us,disk,300,3-5 minutes,Driving home at night&#44 saw lights that I thought were landing lights of an airplane&#44 stopped my car&#44 lights didn&#39t move&#44 huge object.,2000-08-05,35.3847222,-77.9930556
48885,1982-06-15,14:00,juneau,ak,us,sphere,900,10-15 minutes,Deep black sphere about 1 meter diameter emits paralyzing orange beam,1999-11-02,58.3019444,-134.4197222
48886,1982-06-15,14:00,lincoln (approx 3 miles east of&#44 on hwy 193),ca,us,other,2,2 seconds,Silver&#44heart shaped craft flew left to right in front of my car.,2001-08-05,38.8916667,-121.29194440000002
48887,1982-06-15,14:00,overland park,ks,us,cigar,900,15 min.,Followed object in my car for 13 blocks it stopped hung in air for 3min. then went opposite direction and was gone.,2003-07-16,38.9822222,-94.6705556
48888,1982-06-15,15:00,haughton,la,us,disk,10,10 seconds,my sister and i saw a silver disk @ 90 ft long with a red vert stabilizer fly silently over our house tree top high&#44 no sound &amp; slow&#33,2007-06-12,32.5325000,-93.5038889
48889,1982-06-15,19:00,new york city (staten island),ny,us,cigar,300,5 minutes,Three UFOs disguised as &quot;Clouds&quot;,2004-01-17,40.7141667,-74.0063889
48890,1982-06-15,19:00,san elizario,tx,us,disk,5,5 sec,Recalled ufo sighting.,2003-07-23,31.5850000,-106.2722222
48891,1982-06-15,20:00,agawam,ma,us,sphere,120,2min,ufo reported by channell 22&#44in northhampton massachusettes,2003-07-16,42.0694444,-72.61527779999999
48892,1982-06-15,20:00,chesterfield,mi,us,other,300,5 min,I cant say what shape It was.It was to big . 500 Lights On Object0: Yes,2009-01-10,42.6627778,-82.8425
48893,1982-06-15,21:00,new bedford,ma,us,other,600,10 min.,strange craft&#44 erratic movement&#44 no blinking lights or sound,2003-11-08,41.6361111,-70.93472220000001
48894,1982-06-15,21:00,sarona,wi,us,circle,600,approx. 10 min.,Large glowing&#44 pulsating pink ball of light&#44 hovered above the road&#44 flew up&#44 then made a series of loops&#44 then disappeared out of sigh,1999-04-26,45.7111111,-91.8063889
48895,1982-06-15,22:00,rocky point,nc,us,triangle,3600,1 hour,Triangle over Rocky Point&#44 NC,2007-04-27,34.4350000,-77.8880556
48896,1983-06-15,00:15,cloverdale,ca,us,egg,60,45-60 seconds,Luminous egg see over The Geysers east of Cloverdale&#44 CA,1999-08-30,38.8055556,-123.0161111
48897,1983-06-15,02:00,shokan,ny,us,light,60,1 minute,Bright starlike object disappears into space.,2005-01-27,41.9733333,-74.2125
48898,1983-06-15,11:30,garden city,mi,us,disk,240,4 minutes,Please dont think I&#39m crazy. The year was approx. 1983 or 1984.I was about 8 years old. I was living in Garden City Michigan with m,2003-03-21,42.3255556,-83.33111109999999
48899,1983-06-15,17:30,borger,tx,us,other,60,1 minute,300-400 foot boomerang-shaped object moving at 200 mph ?&#44 one-half mile distant at about 2&#44000 ft altitude.  Clear skies&#44 daytime.,2010-02-14,35.6677778,-101.3969444
48900,1983-06-15,18:00,sandpoint,id,us,disk,90,1.5 min.,It was early evening in the summer. I can remember hearing music coming from outside the house. My brother and I ran outside where my m,2001-04-28,48.2766667,-116.5522222
48901,1983-06-15,19:00,amarillo,tx,us,triangle,600,10 minute,V shaped craft large lights silent huge and took ten minutes to pass covered sky.,2013-08-30,35.2219444,-101.8308333
48902,1983-06-15,19:30,phoenix,az,us,sphere,300,5 minutes,Sighting &amp; Possible abduction,2003-03-21,33.4483333,-112.07333329999999
48903,1983-06-15,20:00,reno,nv,us,light,300,5 minutes,square green flourscent light projecting a control beam of light by speed and depth from the sky to ground,2004-02-12,39.5297222,-119.81277779999999
48904,1983-06-15,20:00,rio de janeiro (brazil),,,formation,180,2 to 3 minutes,V formation doing &quot;swarm of bees&quot; manouvers,2003-03-21,-22.9083,-43.197077
48905,1983-06-15,21:30,jacksonville,fl,us,triangle,180,3 minutes,Saw a triangle shaped object traverse sky on very clear night,2007-02-24,30.3319444,-81.6558333
48906,1983-06-15,22:00,st. paul park,mn,us,triangle,60,1 min,black triangle flew silently overhead at tree top level,2010-02-14,44.8422222,-92.9911111
48907,1983-06-15,22:30,red wing,mn,us,triangle,900,15 minutes,Triangular UFO in EARLY 1980&#39s...,2001-02-18,44.5625000,-92.53361109999999
48908,1983-06-15,24:00,north canton,oh,us,changing,600,ten minutes,help me discover it,2007-02-01,40.8758333,-81.4025
48909,1984-06-15,00:30,spalding,ne,us,light,3600,1 hour,Observed bright light at close range&#44 amasing movement&#44 then hovered and my vehicle quit and lost all electrical system.,2001-02-18,41.6888889,-98.3630556
48910,1984-06-15,01:00,burgettstown,pa,us,fireball,15,15 seconds,I was watching the tonight show and Dave Letterman was just coming on. I was laying on the couch&#44 and out our front window I saw someth,2006-12-07,40.3819444,-80.3930556
48911,1984-06-15,02:50,ashville,oh,us,disk,480,5-8 min,The sighting happened near Ashville Ohio in mann&#39s trailer park.It was hot out &#44the moon was bright and in the summer time June or July,2004-03-23,39.7155556,-82.9530556
48912,1984-06-15,03:00,jacksonport,wi,us,disk,300,5 minutes,One large round disc. bright golden gleaming GORGEOUS OBJECT about 50 to 100 ft in diameter. It moved so rapidly. completely silent and,2003-09-17,44.9786111,-87.1855556
48913,1984-06-15,03:00,methow,wa,us,oval,900,15 minutes,UFOs refueling.,2014-05-02,48.1302778,-120.0025
48914,1984-06-15,04:00,london (uk/england),,gb,cigar,600,about 10 mins,HUMMING CIGAR SHAPED OBJECT,2003-05-02,51.514125,-0.093689
48915,1984-06-15,14:00,griffin,ga,us,,30,30 seconds,((HOAX??))  3 of my friends and i was walking down troublesome creek 2miles east of jordon hill rd when we heard a humming noise,2007-04-27,33.2466667,-84.2641667
48916,1984-06-15,16:45,draper,va,us,cone,60,1:00 min,During the summer of 1984 as I was going to work I was getting on the interstate&#44 I-81north . As I was merging on to 81 I looked over m,2000-12-02,37.0058333,-80.7475
48917,1984-06-15,18:00,asheville,nc,us,circle,30,20 to 30 seconds,it must have been 30 or 40 foot around and it had many many lights on it,2003-03-21,35.6008333,-82.5541667
48918,1984-06-15,19:00,ely,mn,us,diamond,3600,1 hour +,close encounter of the 5th kind (interaction with being from ufo),2000-12-02,47.9033333,-91.86694440000001
48919,1984-06-15,20:00,mansfield,oh,us,formation,5,5 seconds,Electric storm&#44 5 red dots in a row&#44 taking off in an arcing shape outside object first then inside objects.,2003-02-05,40.7583333,-82.5155556
48920,1984-06-15,22:00,grain valley,mo,us,sphere,900,15 min.,Spinning&#44 Superfast&#44 Sphere,2006-10-30,39.0150000,-94.1983333
48921,1984-06-15,22:30,indjifa (yugoslavia),pa,,disk,30,30 second,CIRCLE CRAFT WITH LIGHTS ON IT,2004-06-18,41.203322,-77.194525
48922,1984-06-15,23:00,calgary (canada),ab,ca,disk,14400,4 hours,Its been along time however i believe it was in the summer of 1984 or 1985. At around 2300 hours I was working with my partner patrolin,2002-09-19,51.083333,-114.08333300000001
48923,1985-06-15,02:00,seward,ak,us,disk,5,5 seconds,While traveling from Anchorage to Seward&#44 Alaska&#44 a &quot;typical&quot; flying saucer whizzed directly over my Chevy Blazer coming from the other,2004-04-27,60.1041667,-149.44222219999997
48924,1985-06-15,02:30,route 7,ny,,rectangle,1200,20 minutes,oval object  with no sound or lights that blocked out stars as it moved from horizon to horizon,2008-02-14,42.093352,-75.836477
48925,1985-06-15,12:00,el paso,tx,us,disk,60,1 minute,Slow moving metallic saucer during firing excercises circa 85,2005-12-16,31.7586111,-106.4863889
48926,1985-06-15,14:00,stokes,nc,us,disk,300,4 0r 5 mins,I think I was about 9yrs old&#44 and my brother 5yrs old. We lived on farming land. We were out playing at the edge of the field one day w,2002-09-28,35.7163889,-77.265
48927,1985-06-15,17:00,kalamazoo,mi,us,,7200,> 2 hrs,Possible mass vehicle abduction,1999-01-28,42.2916667,-85.58722220000001
48928,1985-06-15,18:00,buchans (canada),nf,ca,other,120,several minutes,Black&#44 Tri-lobal object in sky.,2007-08-07,48.816667,-56.86666700000001
48929,1985-06-15,19:00,mohave desert (near edwards airforce base),ca,,oval,600,10 minutes,My husband and I were driving along when all of a sudden&#44 to our left&#44 we saw a huge&#44 about the size of a football field&#44 luminous blue,2003-09-12,35.93181,-116.22785800000001
48930,1985-06-15,20:00,rolla,mo,us,circle,60,1 minute,I went outside. As soon as I stepped ouside through the front door. I looked up and seen 3 different colored circles in a triangle form,2003-04-22,37.9513889,-91.77111109999998
48931,1985-06-15,20:00,waverly hall,ga,us,disk,120,2 minutes,Several witnesses&#44 one UFO,2002-07-01,32.6833333,-84.7383333
48932,1985-06-15,21:00,ladson,sc,us,circle,300,5 minutes,football-sized round.red and green lightssequential in movement.150 ft above trees.moving about 5 mph. heading for Chasn. AFB.,1998-03-07,32.9855556,-80.11
48933,1985-06-15,23:00,new york city (brooklyn),ny,us,oval,60,1 minute,Bright  light over Sun Set Park&#44 viewed from Park Slope on Fifth Avenue&#44 Brooklyn  500 Lights On Object0: Yes,2008-02-14,40.7141667,-74.0063889
48934,1985-06-15,23:00,wichita,ks,us,circle,1500,25 minutes,Massive fleet of amber green spheres flying in odd formation over Wichita&#44 Kansas.,2013-12-23,37.6922222,-97.33722220000001
